line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,present_class,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group,meter_scansion_custom,meter_has_restorations,meter_caesura_position,meter_syllables_count,meter_syllables,meter_notes,meter_scansions_match,meter_is_correct,meter_faults,meter_fault_positions,text_samhitapatha_normalized,meter_stem_found,meter_stem_positions,meter_stem_fault_positions,meter_stem_vowel_position,meter_stem_root_vowel_position,meter_stem_fault_position_labels,meter_stem_vowel_position_scansion_expected,meter_stem_root_vowel_position_scansion_expected
04.019.06.d,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.019,04.019.06,d,M,akr̥ṇoḥ,2,intermediate,2.SG.IPRF.IND.ACT,sutaraṇā́n= akr̥ṇoḥ indra síndhūn,sutaraṇā́m̐ akr̥ṇor indra síndhūn,SSSL SSL LS LL,Triṣṭubh,S,,315,Indra,Hymns to Indra,"SSSL,_SSL|_LS LL",False,4,11,"['su', 'ta', 'ra', 'ṇā́', 'm̐ a', 'kr̥', 'ṇo', 'r in', 'dra', 'sín', 'dhūn']",caesura_position_inside_syllable=True,True,1,,[],sutaraṇā́m̐ akr̥ṇor indra síndhūn,kr̥ṇo,"[6, 7]",[],7,6,,X,S
04.020.09.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.02,04.020.09,b,M,kr̥ṇóti,2,intermediate,3.SG.PRS.IND.ACT,yáyā kr̥ṇóti= múhu kā́} cit r̥ṣváḥ,yáyā kr̥ṇóti múhu kā́ cid r̥ṣváḥ,SL SLS SS L S LL,Triṣṭubh,S,,316,Indra,Hymns to Indra,"SL SLS ,SS |L S_LL",False,5,11,"['yá', 'yā', 'kr̥', 'ṇó', 'ti', 'mú', 'hu', 'kā́', 'ci', 'd r̥ṣ', 'váḥ']",,True,1,,[],yáyā kr̥ṇóti múhu kā́ cid r̥ṣváḥ,kr̥ṇo,"[3, 4]",[],4,3,,X,X
04.024.06.a,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.024,04.024.06,a,M,kr̥ṇóti,1,intermediate,3.SG.PRS.IND.ACT,kr̥ṇóti asmai= várivaḥ} yáḥ itthā́,kr̥ṇóti asmai várivo yá itthā́,SLS LL SSL S LL,Triṣṭubh,N,,320,Indra,Hymns to Indra,"SLS LL ,SS|L S LL",False,5,11,"['kr̥', 'ṇó', 'ti', 'as', 'mai', 'vá', 'ri', 'vo', 'yá', 'it', 'thā́']",,True,1,,[],kr̥ṇóti asmai várivo yá itthā́,kr̥ṇo,"[1, 2]",[],2,1,,X,X
04.028.04.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.028,04.028.04,b,M,akr̥ṇoḥ,3,verse final,2.SG.IPRF.IND.ACT,víśaḥ dā́sīḥ= akr̥ṇoḥ apraśastā́ḥ,víśo dā́sīr akr̥ṇor apraśastā́ḥ,SL LL SSL LSLL,Triṣṭubh,S,,324,Indra and Soma,Hymns to Indra,"SL LL,_SSL|_LSLL",False,4,11,"['ví', 'śo', 'dā́', 'sī', 'r a', 'kr̥', 'ṇo', 'r ap', 'ra', 'śas', 'tā́ḥ']",caesura_position_inside_syllable=True,True,1,,[],víśo dā́sīr akr̥ṇor apraśastā́ḥ,kr̥ṇo,"[6, 7]",[],7,6,,X,S
04.032.02.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.032,04.032.02,c,M,kr̥ṇoṣi,2,verse final,2.SG.PRS.IND.ACT,citrám kr̥ṇoṣi ūtáye-_,citráṁ kr̥ṇoṣi ūtáye,LL SLS LSL,Gāyatrī,S,,328,Indra,Hymns to Indra,LL SL|S LSL,False,-1,8,"['cit', 'ráṁ', 'kr̥', 'ṇo', 'ṣi', 'ū', 'tá', 'ye']",,True,1,,[],citráṁ kr̥ṇoṣi ūtáye,kr̥ṇo,"[3, 4]",[],4,3,,X,X
04.035.03.a,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.035,04.035.03,a,M,akr̥ṇota,2,intermediate,2.PL.IPRF.IND.ACT,ví akr̥ṇota= camasám} caturdhā́,ví akr̥ṇota camasáṁ caturdhā́,S SSLS SSL SLL,Triṣṭubh,N,,331,The Ribhus,Hymns to the Ribhus,"S SSLS ,SS|L SLL",False,5,11,"['ví', 'a', 'kr̥', 'ṇo', 'ta', 'ca', 'ma', 'sáṁ', 'ca', 'tur', 'dhā́']",,True,1,,[],ví akr̥ṇota camasáṁ caturdhā́,kr̥ṇo,"[3, 4]",[],4,3,,X,X
04.039.03.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.039,04.039.03,c,M,kr̥ṇotu,4,,3.SG.PRS.IMP.ACT,ánāgasam= tám áditiḥ} kr̥ṇotu,ánāgasaṁ tám áditiḥ kr̥ṇotu,SLSL S SSL SLS,Triṣṭubh,N,,335,Dadhikra,Hymns to Dadhikra,"SLSL ,S_SS|L SLS",False,4,11,"['á', 'nā', 'ga', 'saṁ', 'tá', 'm á', 'di', 'tiḥ', 'kr̥', 'ṇo', 'tu']",,True,1,,[],ánāgasaṁ tám áditiḥ kr̥ṇotu,kr̥ṇo,"[9, 10]",[],10,9,,L,S
04.042.05.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.042,04.042.05,c,M,kr̥ṇómi,1,intermediate,1.SG.PRS.IND.ACT,kr̥ṇómi ājím= maghávā ahám índraḥ,kr̥ṇómi ājím maghávāhám índra,SLS LL SSLS LS,Triṣṭubh,N,,338,Indra and Varuna,Hymns to Indra and Varanda,"SLS LL ,SS|LS_LS",False,5,11,"['kr̥', 'ṇó', 'mi', 'ā', 'jím', 'ma', 'ghá', 'vā', 'há', 'm ín', 'dra']",,True,1,,[],kr̥ṇómi ājím maghávāhám índra,kr̥ṇo,"[1, 2]",[],2,1,,X,X
04.050.09.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,4,4.05,04.050.09,c,M,kr̥ṇóti,4,,3.SG.PRS.IND.ACT,avasyáve?_= yáḥ várivaḥ} kr̥ṇóti,avasyáve yó várivaḥ kr̥ṇóti,SLSL L SSL SLS,Triṣṭubh,N,"['Grassmann (G)', 'Wuest (w)']",346,Brihaspati,Hymns to Brihaspati,"SLSL ,L SS|L SLS",False,4,11,"['a', 'vas', 'yá', 've', 'yó', 'vá', 'ri', 'vaḥ', 'kr̥', 'ṇó', 'ti']",caesura_position_alt=5,True,1,,[],avasyáve yó várivaḥ kr̥ṇóti,kr̥ṇo,"[9, 10]",[],10,9,,L,S
05.003.02.d,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,5,5.003,05.003.02,d,M,kr̥ṇóṣi,4,,2.SG.PRS.IND.ACT,yát dámpatī+_= sámanasā} kr̥ṇóṣi,yád dámpatī sámanasā kr̥ṇóṣi,L LSL SSSL SLS,Triṣṭubh,N,,357,Agni,Hymns to Agni,"L LSL ,SSS|L SLS",False,4,11,"['yád', 'dám', 'pa', 'tī', 'sá', 'ma', 'na', 'sā', 'kr̥', 'ṇó', 'ṣi']",,True,1,,[],yád dámpatī sámanasā kr̥ṇóṣi,kr̥ṇo,"[9, 10]",[],10,9,,L,S
05.007.04.a,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,5,5.007,05.007.04,a,M,kr̥ṇoti,3,intermediate,3.SG.PRS.IND.ACT,sá smā+ kr̥ṇoti ketúm ā́,sá smā kr̥ṇoti ketúm ā́,L L SLS LS L,Aṇuṣṭubh,A,,361,Agni,Hymns to Agni,_LL SL|S LS_L,False,-1,8,"['sá s', 'mā', 'kr̥', 'ṇo', 'ti', 'ke', 'tú', 'm ā́']",,True,1,,[],sá smā kr̥ṇoti ketúm ā́,kr̥ṇo,"[3, 4]",[],4,3,,X,X
05.031.01.a,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,5,5.031,05.031.01,a,M,kr̥ṇoti,4,,3.SG.PRS.IND.ACT,índraḥ ráthāya= pravátam} kr̥ṇoti,índro ráthāya pravátaṁ kr̥ṇoti,LL SLL SSL SLS,Triṣṭubh,N,,385,Indra,Hymns to Indra,"LL SL,_LSS|L SLS",False,4,11,"['ín', 'dro', 'rá', 'thā', 'ya p', 'ra', 'vá', 'taṁ', 'kr̥', 'ṇo', 'ti']",caesura_position_inside_syllable=True,True,1,,[],índro ráthāya pravátaṁ kr̥ṇoti,kr̥ṇo,"[9, 10]",[],10,9,,L,S
05.042.13.d,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,5,5.042,05.042.13,d,M,ákr̥ṇot,3,intermediate,3.SG.IPRF.IND.ACT,rūpā́ minānáḥ= ákr̥ṇot} idám naḥ,rūpā́ minānó ákr̥ṇod idáṁ naḥ,LL SLL SSL SL L,Triṣṭubh,C,,396,All the Gods,Hymns to the All-Gods,"LL SLL ,SS|L_SL L",False,5,11,"['rū', 'pā́', 'mi', 'nā', 'nó', 'á', 'kr̥', 'ṇo', 'd i', 'dáṁ', 'naḥ']",,True,1,,[],rūpā́ minānó ákr̥ṇod idáṁ naḥ,kr̥ṇo,"[7, 8]",[],8,7,,L,S
05.075.04.d,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,5,5.075,05.075.04,d,M,kr̥ṇoti,2,verse final,3.SG.PRS.IND.ACT,pŕ̥kṣaḥ kr̥ṇoti vāpuṣáḥ,pŕ̥kṣaḥ kr̥ṇoti vāpuṣó,LL SLS LSL,,A,,429,Asvins,Hymns to the Asvins,LL SLS LSL,False,-1,8,"['pŕ̥k', 'ṣaḥ', 'kr̥', 'ṇo', 'ti', 'vā', 'pu', 'ṣó']",,True,-1,,[],pŕ̥kṣaḥ kr̥ṇoti vāpuṣó,kr̥ṇo,"[3, 4]",[],4,3,,,
06.001.01.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.001,06.001.01,c,M,akr̥ṇoḥ,4,verse final,2.SG.IPRF.IND.ACT,tvám sīm vr̥ṣan= akr̥ṇoḥ duṣṭárītu,tváṁ sīṁ vr̥ṣann akr̥ṇor duṣṭárītu,L L SL SSL LSLS,Triṣṭubh,C,,442,Agni,Hymns to Agni,"L L SL,_SSL |LSLS",False,4,11,"['tváṁ', 'sīṁ', 'vr̥', 'ṣan', 'n a', 'kr̥', 'ṇor', 'duṣ', 'ṭá', 'rī', 'tu']",caesura_position_inside_syllable=True,True,1,,[],tváṁ sīṁ vr̥ṣann akr̥ṇor duṣṭárītu,kr̥ṇo,"[6, 7]",[],7,6,,X,S
06.008.03.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.008,06.008.03,b,M,akr̥ṇot,2,intermediate,3.SG.IPRF.IND.ACT,antarvā́vat= akr̥ṇot jyótiṣā támaḥ,antarvā́vad akr̥ṇoj jyótiṣā támaḥ,LLLS SSL LSL SL,Jagatī,C,,449,Agni Vaisvanara,Hymns to Agni,"LLLS,_SSL |LSL SL",False,4,12,"['an', 'tar', 'vā́', 'va', 'd a', 'kr̥', 'ṇoj', 'jyó', 'ti', 'ṣā', 'tá', 'maḥ']",caesura_position_inside_syllable=True,True,1,,[],antarvā́vad akr̥ṇoj jyótiṣā támaḥ,kr̥ṇo,"[6, 7]",[],7,6,,X,S
06.013.05.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.013,06.013.05,c,M,kr̥ṇóṣi,1,intermediate,2.SG.PRS.IND.ACT,kr̥ṇóṣi yát= śávasā bhū́ri paśváḥ,kr̥ṇóṣi yác chávasā bhū́ri paśvó,SLS L SSL LS LL,,A,,454,Agni,Hymns to Agni,SLS L SSL LS LL,False,-1,11,"['kr̥', 'ṇó', 'ṣi', 'yác', 'cchá', 'va', 'sā', 'bhū́', 'ri', 'paś', 'vó']",,True,-1,,[],kr̥ṇóṣi yác cchávasā bhū́ri paśvó,kr̥ṇo,"[1, 2]",[],2,1,,,
06.044.23.a,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.044,06.044.23,a,M,akr̥ṇot,2,intermediate,3.SG.IPRF.IND.ACT,ayám akr̥ṇot= uṣásaḥ} supátnīḥ,ayám akr̥ṇod uṣásaḥ supátnīr,SS SSL SSL SLL,Triṣṭubh,A,,485,Indra,Hymns to Indra,"SS_SSL,_SS|L SLL",False,5,11,"['a', 'yá', 'm a', 'kr̥', 'ṇo', 'd u', 'ṣá', 'saḥ', 'su', 'pát', 'nīr']",caesura_position_inside_syllable=True,True,1,,[],ayám akr̥ṇod uṣásaḥ supátnīr,kr̥ṇo,"[4, 5]",[],5,4,,X,X
06.045.06.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.045,06.045.06,b,MO,kr̥ṇóṣi,1,verse final,2.SG.PRS.IND.ACT,kr̥ṇóṣi ukthaśaṁsínaḥ,kr̥ṇóṣi ukthaśaṁsínaḥ,SLS LSLSL,Gāyatrī,A,,486,Indra,Hymns to Indra,SLS L|SLSL,False,-1,8,"['kr̥', 'ṇó', 'ṣi', 'uk', 'tha', 'śaṁ', 'sí', 'naḥ']",,True,1,,[],kr̥ṇóṣi ukthaśaṁsínaḥ,kr̥ṇo,"[1, 2]",[],2,1,,X,X
06.047.04.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.047,06.047.04,b,M,ákr̥ṇot,3,intermediate,3.SG.IPRF.IND.ACT,varṣmā́ṇam diváḥ= ákr̥ṇot} ayám sáḥ,varṣmā́ṇaṁ divó ákr̥ṇod ayáṁ sáḥ,LLL SL SSL SL L,Triṣṭubh,n,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",488,"Soma, Indra and Others",Hymns to Indra,"LLL SL ,SS|L_SL L",False,5,11,"['var', 'ṣmā́', 'ṇaṁ', 'di', 'vó', 'á', 'kr̥', 'ṇo', 'd a', 'yáṁ', 'sáḥ']",,True,1,,[],varṣmā́ṇaṁ divó ákr̥ṇod ayáṁ sáḥ,kr̥ṇo,"[7, 8]",[],8,7,,L,S
06.047.12.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.047,06.047.12,c,M,kr̥ṇotu,4,,3.SG.PRS.IMP.ACT,bā́dhatām dvéṣaḥ= ábhayam} kr̥ṇotu,bā́dhatāṁ dvéṣo ábhayaṁ kr̥ṇotu,LSL LL SSL SLS,,n,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",488,"Soma, Indra and Others",Hymns to Indra,LSL LL SSL SLS,False,-1,11,"['bā́', 'dha', 'tāṁ', 'dvé', 'ṣo', 'á', 'bha', 'yaṁ', 'kr̥', 'ṇo', 'tu']",,True,-1,,[],bā́dhatāṁ dvéṣo ábhayaṁ kr̥ṇotu,kr̥ṇo,"[9, 10]",[],10,9,,,
06.047.15.d,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.047,06.047.15,d,D,kr̥ṇóti,1,intermediate,3.SG.PRS.IND.ACT,kr̥ṇóti pū́rvam= áparam} śácībhiḥ,kr̥ṇóti pū́rvam áparaṁ śácībhiḥ,SLS LS SSL SLL,Triṣṭubh,C,"['Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",488,"Soma, Indra and Others",Hymns to Indra,"SLS LS,_SS|L SLL",False,5,11,"['kr̥', 'ṇó', 'ti', 'pū́r', 'va', 'm á', 'pa', 'raṁ', 'śá', 'cī', 'bhiḥ']",caesura_position_inside_syllable=True,True,1,,[],kr̥ṇóti pū́rvam áparaṁ śácībhiḥ,kr̥ṇo,"[1, 2]",[],2,1,,X,X
06.060.10.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.06,06.060.10,c,M,kr̥ṇóti,2,verse final,3.SG.PRS.IND.ACT,kr̥ṣṇā́ kr̥ṇóti jihváyā,kr̥ṣṇā́ kr̥ṇóti jihváyā,LL SLS LSL,Gāyatrī,c,,501,Indra and Agni,Hymns to Various Gods,LL SL|S LSL,False,-1,8,"['kr̥ṣ', 'ṇā́', 'kr̥', 'ṇó', 'ti', 'jih', 'vá', 'yā']",,True,1,,[],kr̥ṣṇā́ kr̥ṇóti jihváyā,kr̥ṇo,"[3, 4]",[],4,3,,X,X
06.064.01.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.064,06.064.01,c,M,kr̥ṇóti,1,intermediate,3.SG.PRS.IND.ACT,kr̥ṇóti víśvā= supáthā} sugā́ni,kr̥ṇóti víśvā supáthā sugā́ni,SLS LL SSL SLS,Triṣṭubh,A,,505,Usas,Hymns to Various Gods,"SLS LL ,SS|L SLS",False,5,11,"['kr̥', 'ṇó', 'ti', 'víś', 'vā', 'su', 'pá', 'thā', 'su', 'gā́', 'ni']",,True,1,,[],kr̥ṇóti víśvā supáthā sugā́ni,kr̥ṇo,"[1, 2]",[],2,1,,X,X
06.075.02.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.075,06.075.02,c,P,kr̥ṇoti,4,,3.SG.PRS.IND.ACT,dhánuḥ śátroḥ= apakāmám} kr̥ṇoti,dhánuḥ śátror apakāmáṁ kr̥ṇoti,SL LL SSLL SLS,Triṣṭubh,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)', 'Witzel (Z)']",516,Blessing of Weapons,Hymns to Various Gods,"SL LL,_SSL|L SLS",False,4,11,"['dhá', 'nuḥ', 'śát', 'ro', 'r a', 'pa', 'kā', 'máṁ', 'kr̥', 'ṇo', 'ti']",caesura_position_inside_syllable=True,True,1,,[],dhánuḥ śátror apakāmáṁ kr̥ṇoti,kr̥ṇo,"[9, 10]",[],10,9,,L,S
06.075.05.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.075,06.075.05,b,P,kr̥ṇoti,2,intermediate,3.SG.PRS.IND.ACT,ciścā́ kr̥ṇoti= sámanā avagátya,ciścā́ kr̥ṇoti sámanāvagátya,LL SLS SSLSLS,Triṣṭubh,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)', 'Witzel (Z)']",516,Blessing of Weapons,Hymns to Various Gods,"LL SLS ,SS|LSLS",False,5,11,"['ciś', 'cā́', 'kr̥', 'ṇo', 'ti', 'sá', 'ma', 'nā', 'va', 'gát', 'ya']",,True,1,,[],ciścā́ kr̥ṇoti sámanāvagátya,kr̥ṇo,"[3, 4]",[],4,3,,X,X
06.075.18.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,6,6.075,06.075.18,c,P,kr̥ṇotu,5,,3.SG.PRS.IMP.ACT,uróḥ várīyaḥ= váruṇaḥ} te-_ kr̥ṇotu,urór várīyo váruṇas te kr̥ṇotu,SL SLL SSL L SLS,,P,"['Oldenberg (O)', 'Arnold (C2)', 'Wuest (W)', 'Witzel (Z)']",516,Blessing of Weapons,Hymns to Various Gods,SL SLL SSL L SLS,False,-1,12,"['u', 'rór', 'vá', 'rī', 'yo', 'vá', 'ru', 'ṇas', 'te', 'kr̥', 'ṇo', 'tu']",,True,-1,,[],urór várīyo váruṇas te kr̥ṇotu,kr̥ṇo,"[10, 11]",[],11,10,,,
07.018.11.d,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.018,07.018.11,d,M,akr̥ṇot,3,intermediate,3.SG.IPRF.IND.ACT,śū́raḥ sárgam= akr̥ṇot índraḥ eṣām,śū́raḥ sárgam akr̥ṇod índra eṣām,LL LS SSL LS LL,Triṣṭubh,C,,534,Indra,Hymns to Indra,"LL LS,_SSL|_LS LL",False,4,11,"['śū́', 'raḥ', 'sár', 'ga', 'm a', 'kr̥', 'ṇo', 'd ín', 'dra', 'e', 'ṣām']",caesura_position_inside_syllable=True,True,1,,[],śū́raḥ sárgam akr̥ṇod índra eṣām,kr̥ṇo,"[6, 7]",[],7,6,,X,S
07.018.18.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.018,07.018.18,c,M,kr̥ṇóti,5,,3.SG.PRS.IND.ACT,mártān énaḥ= stuvatáḥ yáḥ} kr̥ṇóti,mártām̐ éna stuvató yáḥ kr̥ṇóti,LL LL SSL L SLS,Triṣṭubh,C,,534,Indra,Hymns to Indra,LL_L_LSSL |L SLS,False,0,11,"['már', 'tā', 'm̐ é', 'na s', 'tu', 'va', 'tó', 'yáḥ', 'kr̥', 'ṇó', 'ti']",,True,0,caesura_position=0,[],mártām̐ éna stuvató yáḥ kr̥ṇóti,kr̥ṇo,"[9, 10]",[],10,9,,L,S
07.022.07.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.022,07.022.07,b,M,kr̥ṇomi,4,,1.SG.PRS.IND.ACT,túbhyam bráhmāṇi= várdhanā} kr̥ṇomi,túbhyam bráhmāṇi várdhanā kr̥ṇomi,LL LLS LSL SLS,,S,,538,Indra,Hymns to Indra,LL LLS LSL SLS,False,-1,11,"['túbh', 'yam', 'bráh', 'mā', 'ṇi', 'vár', 'dha', 'nā', 'kr̥', 'ṇo', 'mi']",,True,-1,,[],túbhyam bráhmāṇi várdhanā kr̥ṇomi,kr̥ṇo,"[9, 10]",[],10,9,,,
07.033.05.d,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.033,07.033.05,d,P,akr̥ṇot,3,verse final,3.SG.IPRF.IND.ACT,urúm tŕ̥tsubhyaḥ= akr̥ṇot} ulokám!,urúṁ tŕ̥tsubhyo akr̥ṇod ulokám&,SL LLL SSL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)', 'Witzel (Z)']",549,Vasistha,Hymns to Indra,"SL LLL ,SS|L_SLL",True,5,11,"['u', 'rúṁ', 'tŕ̥t', 'subh', 'yo', 'a', 'kr̥', 'ṇo', 'd u', 'lo', 'kám']",,True,1,,[],urúṁ tŕ̥tsubhyo akr̥ṇod ulokám,kr̥ṇo,"[7, 8]",[],8,7,,L,S
07.034.12.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.034,07.034.12,b,M5,kr̥ṇota,2,intermediate,2.PL.PRS.IMP.ACT,ádyum kr̥ṇota śáṁsam ninitsóḥ,ádyuṁ kr̥ṇota śáṁsaṁ ninitsóḥ,LL SLS LL SLL,,S,,550,All the Gods,Hymns to All the Gods,LL SLS LL SLL,False,-1,10,"['ád', 'yuṁ', 'kr̥', 'ṇo', 'ta', 'śáṁ', 'saṁ', 'ni', 'nit', 'sóḥ']",,True,-1,,[],ádyuṁ kr̥ṇota śáṁsaṁ ninitsóḥ,kr̥ṇo,"[3, 4]",[],4,3,,,
07.081.01.d,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.081,07.081.01,d,M,kr̥ṇoti,2,verse final,3.SG.PRS.IND.ACT,jyótiḥ kr̥ṇoti sūnárī?_,jyótiṣ kr̥ṇoti sūnárī,LL SLS LSL,,S,,597,Usas,Hymns to Usas,LL SLS LSL,False,-1,8,"['jyó', 'tiṣ', 'kr̥', 'ṇo', 'ti', 'sū', 'ná', 'rī']",,True,-1,,[],jyótiṣ kr̥ṇoti sūnárī,kr̥ṇo,"[3, 4]",[],4,3,,,
07.081.04.a,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.081,07.081.04,a,M,kr̥ṇóṣi,3,intermediate,2.SG.PRS.IND.ACT,ucchántī-_ yā́= kr̥ṇóṣi maṁhánā mahi,uchántī yā́ kr̥ṇóṣi maṁhánā mahi,LLL L SLS LSL SS,,S,,597,Usas,Hymns to Usas,LLL L SLS LSL SS,False,-1,12,"['uc', 'chán', 'tī', 'yā́', 'kr̥', 'ṇó', 'ṣi', 'maṁ', 'há', 'nā', 'ma', 'hi']",,True,-1,,[],ucchántī yā́ kr̥ṇóṣi maṁhánā mahi,kr̥ṇo,"[5, 6]",[],6,5,,,
07.090.02.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.09,07.090.02,c,M,kr̥ṇóṣi,1,intermediate,2.SG.PRS.IND.ACT,kr̥ṇóṣi tám= mártyeṣu} praśastám,kr̥ṇóṣi tám mártiyeṣu praśastáṁ,SLS L LSLL SLL,Triṣṭubh,c,,606,Vayu or Indra and Vayu,Hymns to Divine Pairs,"SLS L ,LSL|_LSLL",False,4,11,"['kr̥', 'ṇó', 'ṣi', 'tám', 'már', 'ti', 'ye', 'ṣu p', 'ra', 'śas', 'táṁ']",,True,1,,[],kr̥ṇóṣi tám mártiyeṣu praśastáṁ,kr̥ṇo,"[1, 2]",[],2,1,,X,X
07.099.07.a,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.099,07.099.07,a,M,kr̥ṇomi,6,,1.SG.PRS.IND.ACT,váṣaṭ te-_ viṣṇo= āsáḥ ā́} kr̥ṇomi,váṣaṭ te viṣṇav āsá ā́ kr̥ṇomi,SL L LS LS L SLS,Triṣṭubh,S,,615,"Vishnu, Indra and Vishnu",Hymns to Vishnu,"SL L LS,_LS |L SLS",False,5,11,"['vá', 'ṣaṭ', 'te', 'viṣ', 'ṇa', 'v ā', 'sá', 'ā́', 'kr̥', 'ṇo', 'mi']",caesura_position_inside_syllable=True,True,1,,[],váṣaṭ te viṣṇav āsá ā́ kr̥ṇomi,kr̥ṇo,"[9, 10]",[],10,9,,L,S
07.100.07.a,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.1,07.100.07,a,MR,kr̥ṇomi,6,,1.SG.PRS.IND.ACT,váṣaṭ te-_ viṣṇo= āsáḥ ā́} kr̥ṇomi,váṣaṭ te viṣṇav āsá ā́ kr̥ṇomi,SL L LS LS L SLS,Triṣṭubh,S,,616,Vishnu,Hymns to Vishnu,"SL L LS,_LS |L SLS",False,5,11,"['vá', 'ṣaṭ', 'te', 'viṣ', 'ṇa', 'v ā', 'sá', 'ā́', 'kr̥', 'ṇo', 'mi']",caesura_position_inside_syllable=True,True,1,,[],váṣaṭ te viṣṇav āsá ā́ kr̥ṇomi,kr̥ṇo,"[9, 10]",[],10,9,,L,S
07.102.02.b,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,7,7.102,07.102.02,b,M,kr̥ṇóti,2,verse final,3.SG.PRS.IND.ACT,gávām kr̥ṇóti árvatām,gávāṁ kr̥ṇóti árvatām,SL SLS LSL,Gāyatrī,C,['Arnold (C1)'],618,Parjanya,Hymns to Parjanya / Appendix,SL SL|S LSL,False,-1,8,"['gá', 'vāṁ', 'kr̥', 'ṇó', 'ti', 'ár', 'va', 'tām']",,True,1,,[],gávāṁ kr̥ṇóti árvatām,kr̥ṇo,"[3, 4]",[],4,3,,X,X
08.018.18.c,kr̥ṇo,strong,kr̥,,False,,Earlier,fifth,kr̥,8,8.018,08.018.18,c,M,kr̥ṇótana,3,,2.PL.PRS.IMP.ACT,ā́dityāsaḥ= sumahasaḥ} kr̥ṇótana,ā́dityāsaḥ sumahasaḥ kr̥ṇótana,LLLL SSSL SLSS,,A,,638,Adityas,Various Sons of Kanva,LLLL SSSL SLSS,False,-1,12,"['ā́', 'dit', 'yā', 'saḥ', 'su', 'ma', 'ha', 'saḥ', 'kr̥', 'ṇó', 'ta', 'na']",,True,-1,,[],ā́dityāsaḥ sumahasaḥ kr̥ṇótana,kr̥ṇo,"[9, 10]",[],10,9,,,
