01.001.01a | agním īḷe puróhitaṁ
08.017.01b | índra sómam píbā imám
08.017.01c | édám barhíḥ sado máma

08.017.02a | ā́ tvā brahmayújā hárī
08.017.02b | váhatām indra keśínā
08.017.02c | úpa bráhmāṇi naḥ śr̥ṇu

08.017.03a | brahmā́ṇas tvā vayáṁ yujā́
08.017.03b | somapā́m indra somínaḥ
08.017.03c | sutā́vanto havāmahe

08.017.04a | ā́ no yāhi sutā́vato
08.017.04b | asmā́kaṁ suṣṭutī́r úpa
08.017.04c | píbā sú śiprin ándhasaḥ

08.017.05a | ā́ te siñcāmi kukṣiyór
08.017.05b | ánu gā́trā ví dhāvatu
08.017.05c | gr̥bhāyá jihváyā mádhu

08.017.06a | svādúṣ ṭe astu saṁsúde
08.017.06b | mádhumān tanúve táva
08.017.06c | sómaḥ śám astu te hr̥dé

08.017.07a | ayám u tvā vicarṣaṇe
08.017.07b | jánīr ivābhí sáṁvr̥taḥ
08.017.07c | prá sóma indra sarpatu

08.017.08a | tuvigrī́vo vapódaraḥ
08.017.08b | subāhúr ándhaso máde
08.017.08c | índro vr̥trā́ṇi jighnate

08.017.09a | índra préhi purás tuváṁ
08.017.09b | víśvasyéśāna ójasā
08.017.09c | vr̥trā́ṇi vr̥trahañ jahi

08.017.10a | dīrghás te astu aṅkuśó
08.017.10b | yénā vásu prayáchasi
08.017.10c | yájamānāya sunvaté

08.017.11a | ayáṁ ta indra sómo
08.017.11b | nípūto ádhi barhíṣi
08.017.11c | éhīm asyá drávā píba

08.017.12a | śā́cigo śā́cipūjana
08.017.12b | ayáṁ ráṇāya te sutáḥ
08.017.12c | ā́khaṇḍala prá hūyase

08.017.13a | yás te śr̥ṅgavr̥ṣo napāt
08.017.13b | práṇapāt kuṇḍapā́yiyaḥ
08.017.13c | ní asmin dadhra ā́ mánaḥ

08.017.14a | vā́stoṣ pate dhruvā́ sthū́ṇā
08.017.14b | áṁsatraṁ somiyā́naam
08.017.14c | drapsó bhettā́ puráaṁ śáśvatīnaam
08.017.14d | índro múnīnaaṁ sákhā

08.017.15a | pŕ̥dākusānur yajató gavéṣaṇa
08.017.15b | ékaḥ sánn abhí bhū́yasaḥ
08.017.15c | bhū́rṇim áśvaṁ nayat tujā́ puró gr̥bhā
08.017.15d | índraṁ sómasya pītáye

08.018.01a | idáṁ ha nūnám eṣaaṁ
08.018.01b | sumnám bhikṣeta mártiyaḥ
08.018.01c | ādityā́nām ápūrviyaṁ sávīmani

08.018.02a | anarvā́ṇo hí eṣaam
08.018.02b | pánthā āditiyā́naam
08.018.02c | ádabdhāḥ sánti pāyávaḥ sugevŕ̥dhaḥ

08.018.03a | tát sú naḥ savitā́ bhágo
08.018.03b | váruṇo mitró aryamā́
08.018.03c | śárma yachantu saprátho yád ī́mahe

08.018.04a | devébhir devi adite
08.018.04b | áriṣṭabharman ā́ gahi
08.018.04c | smát sūríbhiḥ purupriye suśármabhiḥ

08.018.05a | té hí putrā́so áditer
08.018.05b | vidúr dvéṣāṁsi yótave
08.018.05c | aṁhóś cid urucákrayo anehásaḥ

08.018.06a | áditir no dívā paśúm
08.018.06b | áditir náktam ádvayāḥ
08.018.06c | áditiḥ pātu áṁhasaḥ sadā́vr̥dhā

08.018.07a | utá syā́ no dívā matír
08.018.07b | áditir ūtiyā́ gamat
08.018.07c | sā́ śáṁtāti máyas karad ápa srídhaḥ

08.018.08a | utá tyā́ daívyā bhiṣájā
08.018.08b | śáṁ naḥ karato aśvínā
08.018.08c | yuyuyā́tām itó rápo ápa srídhaḥ

08.018.09a | śám agnír agníbhiḥ karac
08.018.09b | cháṁ nas tapatu sū́riyaḥ
08.018.09c | śáṁ vā́to vātu arapā́ ápa srídhaḥ

08.018.10a | ápā́mīvām ápa srídham
08.018.10b | ápa sedhata durmatím
08.018.10c | ā́dityāso yuyótanā no áṁhasaḥ

08.018.11a | yuyótā śárum asmád ā́m̐
08.018.11b | ā́dityāsa utā́matim
08.018.11c | ŕ̥dhag dvéṣaḥ kr̥ṇuta viśvavedasaḥ

08.018.12a | tát sú naḥ śárma yachata
08.018.12b | ā́dityā yán múmocati
08.018.12c | énasvantaṁ cid énasaḥ sudānavaḥ

08.018.13a | yó naḥ káś cid rírikṣati
08.018.13b | rakṣastuvéna mártiyaḥ
08.018.13c | suvaíḥ ṣá évai ririṣīṣṭa yúr jánaḥ

08.018.14a | sám ít tám aghám aśnavad
08.018.14b | duḥśáṁsam mártiyaṁ ripúm
08.018.14c | yó asmatrā́ durháṇāvām̐ úpa dvayúḥ

08.018.15a | pākatrā́ sthana devā
08.018.15b | hr̥tsú jānītha mártiyam
08.018.15c | úpa dvayúṁ ca ádvayuṁ ca vasavaḥ

08.018.16a | ā́ śárma párvatānaam
08.018.16b | ótā́páaṁ vr̥ṇīmahe
08.018.16c | dyā́vākṣāmā āré asmád rápas kr̥tam

08.018.17a | té no bhadréṇa śármaṇā
08.018.17b | yuṣmā́kaṁ nāvā́ vasavaḥ
08.018.17c | áti víśvāni duritā́ pipartana

08.018.18a | tucé tánāya tát sú no
08.018.18b | drā́ghīya ā́yu@ jīváse
08.018.18c | ā́dityāsaḥ sumahasaḥ kr̥ṇótana

08.018.19a | yajñó hīḷó vo ántara
08.018.19b | ā́dityā ásti mr̥r̥ḷáta+
08.018.19c | yuṣmé íd vo ápi ṣmasi sajātíye

08.018.20a | br̥hád várūtham marútāṁ
08.018.20b | deváṁ trātā́ram aśvínā
08.018.20c | mitrám īmahe váruṇaṁ suastáye

08.018.21a | anehó mitra aryaman
08.018.21b | nr̥vád varuṇa śáṁsiyam
08.018.21c | trivárūtham maruto yanta naś chardíḥ

08.018.22a | yé cid dhí mr̥tyúbandhava
08.018.22b | ā́dityā mánavaḥ smási
08.018.22c | prá sū́ na ā́yu@ jīváse tiretana

08.019.01a | táṁ gūrdhayā súvarṇaraṁ
08.019.01b | devā́so devám aratíṁ dadhanvire
08.019.01c | devatrā́ havyám óhire

08.019.02a | víbhūtarātiṁ vipra citráśociṣam
08.019.02b | agním īḷiṣva yantúram
08.019.02c | asyá médhasya somiyásya sobhare
08.019.02d | prém adhvarā́ya pū́rviyam

08.019.03a | yájiṣṭhaṁ tvā vavr̥mahe
08.019.03b | deváṁ devatrā́ hótāram ámartiyam
08.019.03c | asyá yajñásya sukrátum

08.019.04a | ūrjó nápātaṁ subhágaṁ sudī́ditim
08.019.04b | agníṁ śráyiṣṭhaśociṣam+
08.019.04c | sá no mitrásya váruṇasya só apā́m
08.019.04d | ā́ sumnáṁ yakṣate diví

08.019.05a | yáḥ samídhā yá ā́hutī
08.019.05b | yó védena dadā́śa márto agnáye
08.019.05c | yó námasā suadhvaráḥ

08.019.06a | tásyéd árvanto raṁhayanta āśávas
08.019.06b | tásya dyumnítamaṁ yáśaḥ
08.019.06c | ná tám áṁho devákr̥taṁ kútaś caná
08.019.06d | ná mártiyakr̥taṁ naśat

08.019.07a | suagnáyo vo agníbhiḥ
08.019.07b | siyā́ma sūno sahasa ūrjām pate
08.019.07c | suvī́ras tuvám asmayúḥ

08.019.08a | praśáṁsamāno átithir ná mitríyo
08.019.08b | agnī́ rátho ná védiyaḥ
08.019.08c | tuvé kṣémāso ápi santi sādhávas
08.019.08d | tuváṁ rā́jā rayīṇáam

08.019.09a | só addhā́ dāśúadhvaro
08.019.09b | ágne mártaḥ subhaga sá praśáṁsiyaḥ
08.019.09c | sá dhībhír astu sánitā

08.019.10a | yásya tvám ūrdhvó adhvarā́ya tíṣṭhasi
08.019.10b | kṣayádvīraḥ sá sādhate
08.019.10c | só árvadbhiḥ sánitā sá vipanyúbhiḥ
08.019.10d | sá śū́raiḥ sánitā kr̥tám

08.019.11a | yásya agnír vápur gr̥hé
08.019.11b | stómaṁ cáno dádhīta viśvávāriyaḥ
08.019.11c | havyā́ vā véviṣad víṣaḥ

08.019.12a | víprasya vā stuvatáḥ sahaso yaho
08.019.12b | makṣū́tamasya rātíṣu
08.019.12c | avódevam upárimartiyaṁ kr̥dhi
08.019.12d | váso vividúṣo vácaḥ

08.019.13a | yó agníṁ havyádātibhir
08.019.13b | námobhir vā sudákṣam āvívāsati
08.019.13c | girā́ vājiráśociṣam

08.019.14a | samídhā yó níśitī dā́śad áditiṁ
08.019.14b | dhā́mabhir asya mártiyaḥ
08.019.14c | víśvét sá dhībhíḥ subhágo jánām̐ áti
08.019.14d | dyumnaír udná 'va@ tāriṣat

08.019.15a | tád agne dyumnám ā́ bhara
08.019.15b | yát sāsáhat sádane káṁ cid atríṇam
08.019.15c | manyúṁ jánasya dūḍhíyaḥ

08.019.16a | yéna cáṣṭe váruṇo mitró aryamā́
08.019.16b | yéna nā́satiyā bhágaḥ
08.019.16c | vayáṁ tát te śávasā gātuvíttamā
08.019.16d | índratvotā vidhemahi

08.019.17a | té ghéd agne suādhíyo
08.019.17b | yé tvā vipra nidadhiré nr̥cákṣasam
08.019.17c | víprāso deva sukrátum

08.019.18a | tá íd védiṁ ̀ subhaga tá ā́hutiṁ
08.019.18b | té sótuṁ cakrire diví
08.019.18c | tá íd vā́jebhir jigiyur mahád dhánaṁ
08.019.18d | yé tvé kā́maṁ nieriré

08.019.19a | bhadró no agnír ā́huto
08.019.19b | bhadrā́ rātíḥ subhaga bhadró adhvaráḥ
08.019.19c | bhadrā́ utá práśastayaḥ

08.019.20a | bhadrám mánaḥ kr̥ṇuṣva vr̥tratū́riye
08.019.20b | yénā samátsu sāsáhaḥ
08.019.20c | áva sthirā́ tanuhi bhū́ri śárdhatāṁ
08.019.20d | vanémā te abhíṣṭibhiḥ

08.019.21a | ī́ḷe girā́ mánurhitaṁ
08.019.21b | yáṁ devā́ dūtám aratíṁ nieriré
08.019.21c | yájiṣṭhaṁ havyavā́hanam

08.019.22a | tigmájambhāya táruṇāya rā́jate
08.019.22b | práyo gāyasi agnáye
08.019.22c | yáḥ piṁśáte sūnŕ̥tābhiḥ suvī́riyam
08.019.22d | agnír ghr̥tébhir ā́hutaḥ

08.019.23a | yádī ghr̥tébhir ā́huto
08.019.23b | vā́śīm agnír bhárata úc ca áva ca
08.019.23c | ásura iva nirṇíjam

08.019.24a | yó havyā́ni aírayatā mánurhito
08.019.24b | devá āsā́ sugandhínā
08.019.24c | vívāsate vā́riyāṇi suadhvaró
08.019.24d | hótā devó ámartiyaḥ

08.019.25a | yád agne mártiyas tuváṁ
08.019.25b | siyā́m ahám mitramaho ámartiyaḥ
08.019.25c | sáhasaḥ sūnav āhuta

08.019.26a | ná tvā rāsīya abhíśastaye vaso
08.019.26b | ná pāpatvā́ya santiya
08.019.26c | ná me stotā́ amatīvā́ ná dúrhitaḥ
08.019.26d | siyā́d agne ná pāpáyā

08.019.27a | pitúr ná putráḥ súbhr̥to duroṇá ā́
08.019.27b | devā́m̐ etu prá ṇo havíḥ

08.019.28a | távāhám agna ūtíbhir
08.019.28b | nédiṣṭhābhiḥ saceya jóṣam ā́ vaso
08.019.28c | sádā devásya mártiyaḥ

08.019.29a | táva krátvā saneyaṁ táva rātíbhir
08.019.29b | ágne táva práśastibhiḥ
08.019.29c | tuvā́m íd āhuḥ prámatiṁ vaso máma
08.019.29d | ágne hárṣasva dā́tave

08.019.30a | prá só agne távotíbhiḥ
08.019.30b | suvī́rābhis tirate vā́jabharmabhiḥ
08.019.30c | yásya tváṁ sakhyám āváraḥ

08.019.31a | táva drapsó nī́lavān vāśá r̥tvíya
08.019.31b | índhānaḥ siṣṇav ā́ dade
08.019.31c | tuvám mahīnā́m uṣásām asi priyáḥ
08.019.31d | kṣapó vástuṣu rājasi

08.019.32a | tám ā́ganma sóbharayaḥ
08.019.32b | sahásramuṣkaṁ suabhiṣṭím ávase
08.019.32c | samrā́jaṁ trā́sadasyavam

08.019.33a | yásya te agne anyé agnáya
08.019.33b | upakṣíto vayā́ iva
08.019.33c | vípo ná dyumnā́ ní yuve jánānaaṁ
08.019.33d | táva kṣatrā́ṇi vardháyan

08.019.34a | yám ādityāso adruhaḥ
08.019.34b | pāráṁ náyatha mártiyam
08.019.34c | maghónaaṁ víśveṣaaṁ sudānavaḥ

08.019.35a | yūyáṁ rājānaḥ káṁ cic carṣaṇīsahaḥ
08.019.35b | kṣáyantam mā́nuṣām̐ ánu
08.019.35c | vayáṁ té vo váruṇa mítra áryaman
08.019.35d | syā́méd r̥tásya rathíyaḥ

08.019.36a | ádān me paurukutsiyáḥ
08.019.36b | pañcāśátaṁ trasádasyur vadhū́nām
08.019.36c | máṁhiṣṭho aryáḥ sátpatiḥ

08.019.37a | utá me prayíyor vayíyoḥ
08.019.37b | suvā́stvā ádhi túgvani
08.019.37c | tisr̥r̥ṇā́ṁ saptatīnáaṁ
08.019.37d | śyāváḥ praṇayitā́+ bhuvad
08.019.37e | vásur díyānaam pátiḥ

08.020.01a | ā́ gantā mā́ riṣaṇyata
08.020.01b | prásthāvāno mā́pa sthātā samanyavaḥ
08.020.01c | sthirā́ cin namayiṣṇavaḥ

08.020.02a | vīḷupavíbhir maruta r̥bhukṣaṇa
08.020.02b | ā́ rudrāsaḥ sudītíbhiḥ
08.020.02c | iṣā́ no adyá ā́ gatā puruspr̥ho
08.020.02d | yajñám ā́ sobharīyávaḥ

08.020.03a | vidmā́ hí rudríyāṇaaṁ
08.020.03b | śúṣmam ugrám marútaaṁ śímīvatām
08.020.03c | víṣṇor eṣásya mīḷhúṣām

08.020.04a | ví dvīpā́ni pā́patan tíṣṭhad duchúnā
08.020.04b | ubhé yujanta ródasī
08.020.04c | prá dhánvāni airata śubhrakhādayo
08.020.04d | yád éjatha svabhānavaḥ

08.020.05a | ácyutā cid vo ájman ā́
08.020.05b | nā́nadati párvatāso vánaspátiḥ
08.020.05c | bhū́mir yā́meṣu rejate

08.020.06a | ámāya vo maruto yā́tave diyaúr
08.020.06b | jíhīta úttarā br̥hát
08.020.06c | yátrā náro dédiśate tanū́ṣu ā́
08.020.06d | tvákṣāṁsi bāhúojasaḥ

08.020.07a | svadhā́m ánu śríyaṁ náro
08.020.07b | máhi tveṣā́ ámavanto vŕ̥ṣapsavaḥ
08.020.07c | váhante áhrutapsavaḥ

08.020.08a | góbhir vāṇó ajyate sóbharīṇaaṁ
08.020.08b | ráthe kóśe hiraṇyáye
08.020.08c | góbandhavaḥ sujātā́sa iṣé bhujé
08.020.08d | mahā́nto na spárase nú

08.020.09a | práti vo vr̥ṣadañjayo
08.020.09b | vŕ̥ṣṇe śárdhāya mā́rutāya bharadhvam
08.020.09c | havyā́ vŕ̥ṣaprayāvaṇe

08.020.10a | vr̥ṣaṇaśvéna maruto vŕ̥ṣapsunā
08.020.10b | ráthena vŕ̥ṣanābhinā
08.020.10c | ā́ śyenā́so ná pakṣíṇo vŕ̥thā naro
08.020.10d | havyā́ no vītáye gata

08.020.11a | samānám añjí eṣaaṁ
08.020.11b | ví bhrājante rukmā́so ádhi bāhúṣu
08.020.11c | dávidyutati r̥ṣṭáyaḥ

08.020.12a | tá ugrā́so vŕ̥ṣaṇa ugrábāhavo
08.020.12b | nákiṣ ṭanū́ṣu yetire
08.020.12c | sthirā́ dhánvāni ā́yudhā rátheṣu vo
08.020.12d | ánīkeṣu ádhi śríyaḥ

08.020.13a | yéṣām árṇo ná saprátho
08.020.13b | nā́ma tveṣáṁ śáśvatām ékam íd bhujé
08.020.13c | váyo ná pítriyaṁ sáhaḥ

08.020.14a | tā́n vandasva marútas tā́m̐ úpa stuhi
08.020.14b | téṣaaṁ hí dhúnīnaam
08.020.14c | arā́ṇaaṁ ná caramás tád eṣaaṁ
08.020.14d | dānā́ mahnā́ tád eṣaam

08.020.15a | subhágaḥ sá va ūtíṣu
08.020.15b | ā́sa pū́rvāsu maruto víuṣṭiṣu
08.020.15c | yó vā nūnám utā́sati

08.020.16a | yásya vā yūyám práti vājíno nara
08.020.16b | ā́ havyā́ vītáye gathá
08.020.16c | abhí ṣá dyumnaír utá vā́jasātibhiḥ
08.020.16d | sumnā́ vo dhūtayo naśat

08.020.17a | yáthā rudrásya sūnávo
08.020.17b | divó váśanti ásurasya vedhásaḥ
08.020.17c | yúvānas táthā íd asat

08.020.18a | yé ca árhanti marútaḥ sudā́navaḥ
08.020.18b | smán mīḷhúṣaś cáranti yé
08.020.18c | átaś cid ā́ na úpa vásyasā hr̥dā́
08.020.18d | yúvāna ā́ vavr̥dhuvam

08.020.19a | yū́na ū ṣú náviṣṭhayā
08.020.19b | vŕ̥ṣṇaḥ pavākā́m̐+ abhí sobhare girā́
08.020.19c | gā́ya gā́ iva cárkr̥ṣat

08.020.20a | sāhā́ yé sánti muṣṭihéva háviyo
08.020.20b | víśvāsu pr̥tsú hótr̥ṣu
08.020.20c | vŕ̥ṣṇaś candrā́n ná suśrávastamān girā́
08.020.20d | vándasva marúto áha

08.020.21a | gā́vaś cid ghā samanyavaḥ
08.020.21b | sajātíyena marutaḥ sábandhavaḥ
08.020.21c | rihaté kakúbho mitháḥ

08.020.22a | mártaś cid vo nr̥tavo rukmavakṣasa
08.020.22b | úpa bhrātr̥tvám ā́yati
08.020.22c | ádhi no gāta marutaḥ sádā hí va
08.020.22d | āpitvám ásti nídhruvi

08.020.23a | máruto mā́rutasya na
08.020.23b | ā́ bheṣajásya vahatā sudānavaḥ
08.020.23c | yūyáṁ sakhāyaḥ saptayaḥ

08.020.24a | yā́bhiḥ síndhum ávatha yā́bhis tū́rvatha
08.020.24b | yā́bhir daśasyáthā krívim
08.020.24c | máyo no bhūta ūtíbhir mayobhuvaḥ
08.020.24d | śivā́bhir asacadviṣaḥ

08.020.25a | yát síndhau yád ásikniyāṁ
08.020.25b | yát samudréṣu marutaḥ subarhiṣaḥ
08.020.25c | yát párvateṣu bheṣajám

08.020.26a | víśvam páśyanto bibhr̥thā tanū́ṣu ā́
08.020.26b | ténā no ádhi vocata
08.020.26c | kṣamā́ rápo maruta ā́turasya na
08.020.26d | íṣkartā víhrutam púnaḥ

08.021.01a | vayám u tvā́m apūrviya
08.021.01b | sthūráṁ ná kác cid bháranto avasyávaḥ
08.021.01c | vā́je citráṁ havāmahe

08.021.02a | úpa tvā kárman ūtáye sá no yúvā
08.021.02b | ugráś cakrāma yó dhr̥ṣát
08.021.02c | tuvā́m íd dhí avitā́raṁ vavr̥máhe
08.021.02d | sákhāya indra sānasím

08.021.03a | ā́ yāhi imá índavo
08.021.03b | áśvapate gópata úrvarāpate
08.021.03c | sómaṁ somapate piba

08.021.04a | vayáṁ hí tvā bándhumantam abandhávo
08.021.04b | víprāsa indra yemimá
08.021.04c | yā́ te dhā́māni vr̥ṣabha tébhir ā́ gahi
08.021.04d | víśvebhiḥ sómapītaye

08.021.05a | sī́dantas te váyo yathā
08.021.05b | góśrīte mádhau madiré vivákṣaṇe
08.021.05c | abhí tvā́m indra nonumaḥ

08.021.06a | áchā ca tvainā́ námasā vádāmasi
08.021.06b | kím múhuś cid ví dīdhayaḥ
08.021.06c | sánti kā́māso harivo dadíṣ ṭuváṁ
08.021.06d | smó vayáṁ sánti no dhíyaḥ

08.021.07a | nū́tnā íd indra te vayám
08.021.07b | ūtī́ abhūma nahí nū́ te adrivaḥ
08.021.07c | vidmā́ purā́ párīṇasaḥ

08.021.08a | vidmā́ sakhitvám utá śūra bhojíyam
08.021.08b | ā́ te tā́ vajrin īmahe
08.021.08c | utó samasmin ā́ śiśīhi no vaso
08.021.08d | vā́je suśipra gómati

08.021.09a | yó na idám-idam purā́
08.021.09b | prá vásya āninā́ya tám u va stuṣe
08.021.09c | sákhāya índram ūtáye

08.021.10a | háriaśvaṁ sátpatiṁ carṣaṇīsáhaṁ
08.021.10b | sá hí ṣmā yó ámandata
08.021.10c | ā́ tú naḥ sá vayati gávyam áśviyaṁ
08.021.10d | stotŕ̥bhyo maghávā śatám

08.021.11a | tváyā ha svid yujā́ vayám
08.021.11b | práti śvasántaṁ vr̥ṣabha bruvīmahi
08.021.11c | saṁsthé jánasya gómataḥ

08.021.12a | jáyema kāré puruhūta kāríṇo
08.021.12b | abhí tiṣṭhema dūḍhíyaḥ
08.021.12c | nŕ̥bhir vr̥tráṁ hanyā́ma śūśuyā́ma ca
08.021.12d | áver indra prá ṇo dhíyaḥ

08.021.13a | abhrātr̥vyó anā́ tuvám
08.021.13b | ánāpir indra janúṣā sanā́d asi
08.021.13c | yudhéd āpitvám ichase

08.021.14a | nákī revántaṁ sakhiyā́ya vindase
08.021.14b | pī́yanti te surāśúvaḥ
08.021.14c | yadā́ kr̥ṇóṣi nadanúṁ sám ūhasi
08.021.14d | ā́d ít pitéva hūyase

08.021.15a | mā́ te amājúro yathā
08.021.15b | mūrā́sa indra sakhiyé tuvā́vataḥ
08.021.15c | ní ṣadāma sácā suté

08.021.16a | mā́ te godatra nír arāma rā́dhasa
08.021.16b | índra mā́ te gr̥hāmahi
08.021.16c | dr̥r̥ḷhā́+ cid aryáḥ prá mr̥śābhi ā́ bhara
08.021.16d | ná te dāmā́na ādábhe

08.021.17a | índro vā ghéd íyan magháṁ
08.021.17b | sárasvatī vā subhágā dadír vásu
08.021.17c | tuváṁ vā citra dāśúṣe

08.021.18a | cítra íd rā́jā rājakā́ íd anyaké
08.021.18b | yaké sárasvatīm ánu
08.021.18c | parjánya iva tatánad dhí vr̥ṣṭiyā́
08.021.18d | sahásram ayútā dádat

08.022.01a | óo tyám ahva ā́ rátham
08.022.01b | adyā́ dáṁsiṣṭham ūtáye
08.022.01c | yám aśvinā suhavā rudravartanī
08.022.01d | ā́ sūriyā́yai tastháthuḥ

08.022.02a | pūrvaāyúṣaṁ suhávam puruspŕ̥ham
08.022.02b | bhujyúṁ vā́jeṣu pū́rviyam
08.022.02c | sacanā́vantaṁ sumatíbhiḥ sobhare
08.022.02d | vídveṣasam anehásam

08.022.03a | ihá tyā́ purubhū́tamā
08.022.03b | devā́ námobhir aśvínā
08.022.03c | arvācīnā́ sú ávase karāmahe
08.022.03d | gántārā dāśúṣo gr̥hám

08.022.04a | yuvó ráthasya pári cakrám īyata
08.022.04b | īrmā́nyád vām iṣaṇyati
08.022.04c | asmā́m̐ áchā sumatír vāṁ śubhas patī
08.022.04d | ā́ dhenúr iva dhāvatu

08.022.05a | rátho yó vāṁ trivandhuró
08.022.05b | híraṇyābhīśur aśvinā
08.022.05c | pári dyā́vāpr̥thivī́ bhū́ṣati śrutás
08.022.05d | téna nāsatiyā́ gatam

08.022.06a | daśasyántā mánave pūrviyáṁ diví
08.022.06b | yávaṁ vŕ̥keṇa karṣathaḥ
08.022.06c | tā́ vām adyá sumatíbhiḥ śubhas patī
08.022.06d | áśvinā prá stuvīmahi

08.022.07a | úpa no vājinīvasū
08.022.07b | yātám r̥tásya pathíbhiḥ
08.022.07c | yébhis tr̥kṣíṁ vr̥ṣaṇā trāsadasyavám
08.022.07d | mahé kṣatrā́ya jínvathaḥ

08.022.08a | ayáṁ vām ádribhiḥ sutáḥ
08.022.08b | sómo narā vr̥ṣaṇvasū
08.022.08c | ā́ yātaṁ sómapītaye
08.022.08d | píbataṁ dāśúṣo gr̥hé

08.022.09a | ā́ hí ruhátam aśvinā
08.022.09b | ráthe kóśe hiraṇyáye vr̥ṣaṇvasū
08.022.09c | yuñjā́thām pī́varīr íṣaḥ

08.022.10a | yā́bhiḥ pakthám ávatho yā́bhir ádhriguṁ
08.022.10b | yā́bhir babhrúṁ víjoṣasam
08.022.10c | tā́bhir no makṣū́ tū́yam aśvinā́ gatam
08.022.10d | bhiṣajyátaṁ yád ā́turam
