01.001.01a | agním īḷe-_ puróhitam
06.040.04a | ā́ yāhi śáśvat= uśatā́} yayātha
06.040.04b | índra mahā́= mánasā somapéyam
06.040.04c | úpa bráhmāṇi= śr̥ṇavaḥ} imā́ naḥ
06.040.04d | áthā+ te-_ yajñáḥ= tanve\?_} váyaḥ dhāt

06.040.05a | yát indra diví= pā́rye-_} yát ŕ̥dhak
06.040.05b | yát vā své-_ sádane-_= yátra vā asi
06.040.05c | átaḥ naḥ yajñám= ávase-_} niyútvān
06.040.05d | sajóṣāḥ pāhi= girvaṇaḥ} marúdbhiḥ

06.041.01a | áheḷamānaḥ= úpa yāhi yajñám
06.041.01b | túbhyam pavante-_= índavaḥ} sutā́saḥ
06.041.01c | gā́vaḥ ná+_ vajrin= svám ókaḥ ácchā+
06.041.01d | índra ā́ gahi= prathamáḥ yajñíyānām

06.041.02a | yā́ te-_ kākút= súkr̥tā yā́} váriṣṭhā
06.041.02b | yáyā śáśvat= píbasi mádhvaḥ ūrmím
06.041.02c | táyā pāhi= prá te-_ adhvaryúḥ asthāt
06.041.02d | sám te-_ vájraḥ= vartatām indra gavyúḥ

06.041.03a | eṣá drapsáḥ= vr̥ṣabháḥ viśvárūpaḥ
06.041.03b | índrāya vŕ̥ṣṇe-_= sám akāri sómaḥ
06.041.03c | etám piba= harivaḥ sthātar ugra
06.041.03d | yásya ī́śiṣe-_= pradívi yáḥ} te-_ ánnam

06.041.04a | sutáḥ sómaḥ= ásutāt indra vásyān
06.041.04b | ayám śréyān= cikitúṣe-_} ráṇāya
06.041.04c | etám titirvaḥ= úpa yāhi yajñám
06.041.04d | téna víśvāḥ= táviṣīḥ ā́} pr̥ṇasva

06.041.05a | hváyāmasi tvā ā́= indra yāhi arvā́ṅ
06.041.05b | áram te-_ sómaḥ= tanve\?_} bhavāti
06.041.05c | śátakrato= mādáyasvā+} sutéṣu
06.041.05d | prá asmā́n ava= pŕ̥tanāsu} prá vikṣú

06.042.01a | práti asmai pípīṣate?_
06.042.01b | víśvāni vidúṣe-_ bhara
06.042.01c | araṁgamā́ya jágmaye?_
06.042.01d | ápaścāddaghvane?_ náre?_

06.042.02a | ā́ īm enam pratyétana
06.042.02b | sómebhiḥ somapā́tamam
06.042.02c | ámatrebhiḥ r̥jīṣíṇam
06.042.02d | índram sutébhiḥ índubhiḥ

06.042.03a | yádī-_+ sutébhiḥ índubhiḥ
06.042.03b | sómebhiḥ pratibhū́ṣatha
06.042.03c | védā+ víśvasya médhiraḥ
06.042.03d | dhr̥ṣát táṁ-tam ít ā́ īṣate-_

06.042.04a | asmā́-asmai ít ándhasaḥ
06.042.04b | ádhvaryo prá bharā+ sutám
06.042.04c | kuvít samasya= jényasya śárdhataḥ
06.042.04d | abhíśasteḥ avaspárat

06.043.01a | yásya tyát śámbaram máde-_
06.043.01b | dívodāsāya randháyaḥ
06.043.01c | ayám sá sómaḥ= indra te-_} sutáḥ píba

06.043.02a | yásya tīvrasútam mádam
06.043.02b | mádhyam ántam ca rákṣase?_
06.043.02c | ayám sá sómaḥ= indra te-_} sutáḥ píba

06.043.03a | yásya gā́ḥ antár áśmanaḥ
06.043.03b | máde-_ dr̥ḷhā́ḥ avā́sr̥jaḥ
06.043.03c | ayám sá sómaḥ= indra te-_} sutáḥ píba

06.043.04a | yásya mandānáḥ ándhasaḥ
06.043.04b | mā́ghonam dadhiṣé-_ śávaḥ
06.043.04c | ayám sá sómaḥ= indra te-_} sutáḥ píba

06.044.01a | yáḥ rayivaḥ rayíṁtamaḥ
06.044.01b | yáḥ dyumnaíḥ dyumnávattamaḥ
06.044.01c | sómaḥ sutáḥ sáḥ indra te-_
06.044.01d | ásti svadhāpate?_ mádaḥ

06.044.02a | yáḥ śagmáḥ tuviśagma te-_
06.044.02b | rāyáḥ dāmā́ matīnā́m
06.044.02c | sómaḥ sutáḥ sáḥ indra te-_
06.044.02d | ásti svadhāpate?_ mádaḥ

06.044.03a | yéna vr̥ddháḥ ná+_ śávasā
06.044.03b | turáḥ ná+_ svā́bhiḥ ūtíbhiḥ
06.044.03c | sómaḥ sutáḥ sáḥ indra te-_
06.044.03d | ásti svadhāpate?_ mádaḥ

06.044.04a | tyám u+_ vaḥ áprahaṇam
06.044.04b | gr̥ṇīṣé?_ śávasaḥ pátim
06.044.04c | índram viśvāsā́ham náram
06.044.04d | máṁhiṣṭham viśvácarṣaṇim

06.044.05a | yám vardháyanti ít gíraḥ
06.044.05b | pátim turásya rā́dhasaḥ
06.044.05c | tám ít nú asya ródasī+_
06.044.05d | devī́+_ śúṣmam saparyataḥ

06.044.06a | tát vaḥ ukthásya barháṇā
06.044.06b | índrāya upastr̥ṇīṣáṇi
06.044.06c | vípaḥ ná+_ yásya ūtáyaḥ
06.044.06d | ví yát róhanti sakṣítaḥ

06.044.07a | ávidat dákṣam mitráḥ návīyān
06.044.07b | papānáḥ devébhyaḥ vásyaḥ acait
06.044.07c | sasavā́n staulā́bhiḥ dhautárībhiḥ
06.044.07d | uruṣyā́ pāyúḥ= abhavat} sákhibhyaḥ

06.044.08a | r̥tásya pathí vedhā́ḥ apāyi
06.044.08b | śriyé-_ mánāṁsi devā́saḥ akran
06.044.08c | dádhānaḥ nā́ma maháḥ vácobhiḥ
06.044.08d | vápuḥ dr̥śáye-_ venyáḥ ví āvar

06.044.09a | dyumáttamam dákṣam dhehi asmé?_
06.044.09b | sédhā+ jánānām pūrvī́ḥ árātīḥ
06.044.09c | várṣīyaḥ váyaḥ= kr̥ṇuhi} śácībhiḥ
06.044.09d | dhánasya sātaú asmā́n aviḍḍhi

06.044.10a | índra túbhyam ít= maghavan} abhūma
06.044.10b | vayám dātré?_= harivaḥ mā́} ví venaḥ
06.044.10c | nákiḥ āpíḥ= dadr̥śe-_ martyatrā́
06.044.10d | kím aṅgá radhracódanam} tvā āhuḥ

06.044.11a | mā́ jásvane?_= vr̥ṣabha naḥ} rarīthāḥ
06.044.11b | mā́ te-_ revátaḥ= sakhyé-_} riṣāma
06.044.11c | pūrvī́ḥ te-_ indra= niṣṣídhaḥ} jáneṣu
06.044.11d | jahí ásuṣvīn= prá vr̥ha ápr̥ṇataḥ

06.044.12a | út abhrā́ṇi iva= stanáyan} iyarti
06.044.12b | índraḥ rā́dhāṁsi= áśvyāni gávyā
06.044.12c | tvám asi= pradívaḥ kārúdhāyāḥ
06.044.12d | mā́ tvā adāmā́naḥ= ā́ dabhan} maghónaḥ

06.044.13a | ádhvaryo vīra= prá mahé-_} sutā́nām
06.044.13b | índrāya bhara= sá hí asya rā́jā
06.044.13c | yáḥ pūrvyā́bhiḥ= utá nū́tanābhiḥ
06.044.13d | gīrbhíḥ vāvr̥dhé-_= gr̥ṇatā́m} ŕ̥ṣīṇām

06.044.14a | asyá máde-_= purú várpāṁsi vidvā́n
06.044.14b | índraḥ vr̥trā́ṇi= apratī́?_!} jaghāna
06.044.14c | tám u+_ prá hoṣi= mádhumantam asmai
06.044.14d | sómam vīrā́ya= śipríṇe?_} píbadhyai

06.044.15a | pā́tā sutám= índraḥ astu sómam
06.044.15b | hántā vr̥trám= vájreṇa mandasānáḥ
06.044.15c | gántā yajñám= parāvátaḥ} cit ácchā+
06.044.15d | vásuḥ dhīnā́m= avitā́ kārúdhāyāḥ

06.044.16a | idám tyát= pā́tram indrapā́nam
06.044.16b | índrasya priyám= amŕ̥tam} apāyi
06.044.16c | mátsat yáthā= saumanasā́ya devám
06.044.16d | ví asmát dvéṣaḥ= yuyávat} ví áṁhaḥ

06.044.17a | enā́ mandānáḥ= jahí śūra śátrūn
06.044.17b | jāmím ájāmim= maghavan} amítrān
06.044.17c | abhiṣeṇā́n= abhí ādédiśānān
06.044.17d | párācaḥ indra= prá mr̥ṇā+} jahī́-_+ ca

06.044.18a | āsú smā+ naḥ= maghavan indra pr̥tsú
06.044.18b | asmábhyam máhi= várivaḥ} sugám kar
06.044.18c | apā́m tokásya= tánayasya jeṣé?_
06.044.18d | índra sūrī́n= kr̥ṇuhí smā+} naḥ ardhám

06.044.19a | ā́ tvā hárayaḥ= vŕ̥ṣaṇaḥ} yujānā́ḥ
06.044.19b | vŕ̥ṣarathāsaḥ= vŕ̥ṣaraśmayaḥ átyāḥ
06.044.19c | asmatrā́ñcaḥ= vŕ̥ṣaṇaḥ vajravā́haḥ
06.044.19d | vŕ̥ṣṇe-_ mádāya= suyújaḥ} vahantu

06.044.20a | ā́ te-_ vr̥ṣan= vŕ̥ṣaṇaḥ dróṇam asthuḥ
06.044.20b | ghr̥taprúṣaḥ ná+_= ūrmáyaḥ} mádantaḥ
06.044.20c | índra prá túbhyam= vŕ̥ṣabhiḥ} sutā́nām
06.044.20d | vŕ̥ṣṇe-_ bharanti= vr̥ṣabhā́ya sómam

06.044.21a | vŕ̥ṣā asi diváḥ= vr̥ṣabháḥ} pr̥thivyā́ḥ
06.044.21b | vŕ̥ṣā síndhūnām= vr̥ṣabháḥ} stíyānām
06.044.21c | vŕ̥ṣṇe-_ te-_ índuḥ= vr̥ṣabha} pīpāya
06.044.21d | svādúḥ rásaḥ= madhupéyaḥ} várāya

06.044.22a | ayám deváḥ= sáhasā jā́yamānaḥ
06.044.22b | índreṇa yujā́= paṇím astabhāyat
06.044.22c | ayám svásya= pitúḥ ā́yudhāni
06.044.22d | índuḥ amuṣṇāt= áśivasya māyā́ḥ

06.044.23a | ayám akr̥ṇot= uṣásaḥ} supátnīḥ
06.044.23b | ayám sū́rye-_= adadhāt jyótiḥ antár
06.044.23c | ayám tridhā́tu= diví rocanéṣu
06.044.23d | tritéṣu vindat= amŕ̥tam} nígūḷham

06.044.24a | ayám dyā́vā=pr̥thivī́+_ ví} skabhāyat
06.044.24b | ayám rátham= ayunak saptáraśmim
06.044.24c | ayám góṣu= śácyā pakvám antár
06.044.24d | sómaḥ dādhāra= dáśayantram útsam

06.045.01a | yáḥ ā́ ánayat parāvátaḥ
06.045.01b | súnītī?_ turváśam yádum
06.045.01c | índraḥ sá naḥ yúvā sákhā

06.045.02a | avipré?_ cit váyaḥ dádhat
06.045.02b | anāśúnā cit árvatā
06.045.02c | índraḥ jétā hitám dhánam

06.045.03a | mahī́ḥ asya práṇītayaḥ
06.045.03b | pūrvī́ḥ utá práśastayaḥ
06.045.03c | ná asya kṣīyante?_ ūtáyaḥ

06.045.04a | sákhāyaḥ bráhmavāhase?_
06.045.04b | árcata prá ca gāyata
06.045.04c | sá hí naḥ prámatiḥ mahī́-_

06.045.05a | tvám ékasya vr̥trahan
06.045.05b | avitā́ dváyoḥ asi
06.045.05c | utá īdŕ̥śe?_ yáthā vayám

06.045.06a | náyasi ít u+_ áti dvíṣaḥ
06.045.06b | kr̥ṇóṣi ukthaśaṁsínaḥ
06.045.06c | nŕ̥bhiḥ suvī́raḥ ucyase?_

06.045.07a | brahmā́ṇam bráhmavāhasam
06.045.07b | gīrbhíḥ sákhāyam r̥gmíyam
06.045.07c | gā́m ná+_ doháse?_ huve-_

06.045.08a | yásya víśvāni hástayoḥ
06.045.08b | ūcúḥ vásūni ní dvitā́
06.045.08c | vīrásya pr̥tanāṣáhaḥ

06.045.09a | ví dr̥ḷhā́ni cit adrivaḥ
06.045.09b | jánānām śacīpate-_
06.045.09c | vr̥há māyā́ anānata

06.045.10a | tám u+_ tvā satya somapāḥ
06.045.10b | índra vājānām pate-_
06.045.10c | áhūmahi śravasyávaḥ

06.045.11a | tám u+_ tvā yáḥ purā́ ā́sitha
06.045.11b | yáḥ vā nūnám hité?_ dháne-_
06.045.11c | hávyaḥ sá śrudhī-_+ hávam

06.045.12a | dhībhíḥ árvadbhiḥ árvataḥ
06.045.12b | vā́jān indra śravā́yyān
06.045.12c | tváyā jeṣma hitám dhánam

06.045.13a | ábhūḥ u+_ vīra girvaṇaḥ
06.045.13b | mahā́n indra dháne-_ hité?_
06.045.13c | bháre-_ vitantasā́yyaḥ

06.045.14a | yā́ te-_ ūtíḥ amitrahan
06.045.14b | makṣū́javastamā ásati
06.045.14c | táyā naḥ hinuhī?_+ rátham

06.045.15a | sá ráthena rathī́tamaḥ
06.045.15b | asmā́kena abhiyúgvanā
06.045.15c | jéṣi jiṣṇo hitám dhánam

06.045.16a | yáḥ ékaḥ ít tám u+_ stuhi
06.045.16b | kr̥ṣṭīnā́m vícarṣaṇiḥ
06.045.16c | pátiḥ jajñé-_ vŕ̥ṣakratuḥ

06.045.17a | yáḥ gr̥ṇatā́m ít ā́sitha
06.045.17b | āpíḥ ūtī́-_ śiváḥ sákhā
06.045.17c | sá tvám naḥ indra mr̥ḷaya

06.045.18a | dhiṣvá vájram gábhastyoḥ
06.045.18b | rakṣohátyāya vajrivaḥ
06.045.18c | sāsahīṣṭhā́ḥ abhí spŕ̥dhaḥ

06.045.19a | pratnám rayīṇā́m yújam
06.045.19b | sákhāyam kīricódanam
06.045.19c | bráhmavāhastamam huve-_

06.045.20a | sá hí víśvāni pā́rthivā
06.045.20b | ékaḥ vásūni pátyate-_
06.045.20c | gírvaṇastamaḥ ádhriguḥ

06.045.21a | sá naḥ niyúdbhiḥ ā́ pr̥ṇa
06.045.21b | kā́mam vā́jebhiḥ aśvíbhiḥ
06.045.21c | gómadbhiḥ gopate?_ dhr̥ṣát

06.045.22a | tát vaḥ gāya suté-_ sácā
06.045.22b | puruhūtā́ya sátvane?_
06.045.22c | śám yát gáve-_ ná+_ śākíne?_

06.045.23a | ná ghā+ vásuḥ ní yamate-_
06.045.23b | dānám vā́jasya gómataḥ
06.045.23c | yát sīm úpa śrávat gíraḥ

06.045.24a | kuvítsasya prá hí vrajám
06.045.24b | gómantam dasyuhā́ gámat
06.045.24c | śácībhiḥ ápa naḥ varat

06.045.25a | imā́ḥ u+_ tvā śatakrato
06.045.25b | abhí prá nonuvuḥ gíraḥ
06.045.25c | índra vatsám ná+_ mātáraḥ

06.045.26a | dūṇā́śam sakhyám táva
06.045.26b | gaúḥ asi vīra gavyaté?_
06.045.26c | áśvaḥ aśvāyaté?_ bhava

06.045.27a | sá mandasvā+ hí ándhasaḥ
06.045.27b | rā́dhase-_ tanvā\ mahé-_
06.045.27c | ná stotā́ram nidé-_ karaḥ

06.045.28a | imā́ḥ u+_ tvā suté-sute?_
06.045.28b | nákṣante-_ girvaṇaḥ gíraḥ
06.045.28c | vatsám gā́vaḥ ná+_ dhenávaḥ

06.045.29a | purūtámam purūṇā́m
06.045.29b | stotr̥r̥ṇā́m vívāci
06.045.29c | vā́jebhiḥ vājayatā́m

06.045.30a | asmā́kam indra bhūtu te-_
06.045.30b | stómaḥ vā́hiṣṭhaḥ ántamaḥ
06.045.30c | asmā́n rāyé-_ mahé-_ hinu

06.045.31a | ádhi br̥búḥ paṇīnā́m
06.045.31b | várṣiṣṭhe?_ mūrdhán asthāt
06.045.31c | urúḥ kákṣaḥ ná+_ gāṅgyáḥ

06.045.32a | yásya vāyóḥ iva dravát
06.045.32b | bhadrā́ rātíḥ sahasríṇī?_
06.045.32c | sadyáḥ dānā́ya máṁhate?_

06.045.33a | tát sú naḥ víśve?_ aryáḥ ā́
06.045.33b | sádā gr̥ṇanti kārávaḥ
06.045.33c | br̥búm sahasradā́tamam
06.045.33d | sūrím sahasrasā́tamam

06.046.01a | tvā́m ít hí hávāmahe-_
06.046.01b | sātā́ vā́jasya kārávaḥ
06.046.01c | tvā́m vr̥tréṣu= indra sátpatim náraḥ
06.046.01d | tvā́m kā́ṣṭhāsu árvataḥ

06.046.02a | sá tvám naḥ citra= vajrahasta dhr̥ṣṇuyā́
06.046.02b | maháḥ stavānáḥ adrivaḥ
06.046.02c | gā́m áśvam= rathya\m indra sám kira
06.046.02d | satrā́ vā́jam ná+_ jigyúṣe?_

06.046.03a | yáḥ satrāhā́ vícarṣaṇiḥ
06.046.03b | índram tám hūmahe-_ vayám
06.046.03c | sáhasramuṣka= túvinr̥mṇa sátpate?_
06.046.03d | bhávā+ samátsu naḥ vr̥dhé-_

06.046.04a | bā́dhase?_ jánān= vr̥ṣabháḥ! iva manyúnā
06.046.04b | ghŕ̥ṣau mīḷhé?_ r̥cīṣama
06.046.04c | asmā́kam bodhi= avitā́} mahādhané-_
06.046.04d | tanū́ṣu apsú sū́rye-_

06.046.05a | índra jyéṣṭham naḥ ā́ bhara
06.046.05b | ójiṣṭham pápuri śrávaḥ
06.046.05c | yéna imé+_ citra= vajrahasta ródasī+_
06.046.05d | ā́ ubhé+_ suśipra prā́ḥ

06.046.06a | tvā́m ugrám= ávase-_ carṣaṇīsáham
06.046.06b | rā́jan devéṣu hūmahe-_
06.046.06c | víśvā sú naḥ= vithurā́ pibdanā́ vaso
06.046.06d | amítrān suṣáhān kr̥dhi

06.046.07a | yát indra nā́huṣīṣu ā́
06.046.07b | ójaḥ nr̥mṇám ca kr̥ṣṭíṣu
06.046.07c | yát vā páñca= kṣitīnā́m dyumnám ā́ bhara
06.046.07d | satrā́ víśvāni paúṁsyā

06.046.08a | yát vā tr̥kṣaú= maghavan druhyaú ā́ jáne-_
06.046.08b | yát pūraú kát ca vŕ̥ṣṇyam
06.046.08c | asmábhyam tát= rirīhi sám} nr̥ṣā́hye-_
06.046.08d | amítrān pr̥tsú turváṇe-_

06.046.09a | índra tridhā́tu śaraṇám
06.046.09b | trivárūtham svastimát
06.046.09c | chardíḥ yaccha= maghávadbhyaḥ} ca máhyam ca
06.046.09d | yāváyā+ didyúm ebhyaḥ

06.046.10a | yé?_ gavyatā́= mánasā śátrum ādabhúḥ
06.046.10b | abhipraghnánti dhr̥ṣṇuyā́
06.046.10c | ádha smā+ naḥ= maghavan indra girvaṇaḥ
06.046.10d | tanūpā́ḥ ántamaḥ bhava

06.046.11a | ádha smā+ naḥ vr̥dhé-_ bhava
06.046.11b | índra nāyám avā+ yudhí
06.046.11c | yát antárikṣe-_= patáyanti parṇínaḥ
06.046.11d | didyávaḥ tigmámūrdhānaḥ

06.046.12a | yátra śū́rāsaḥ= tanva\ḥ} vitanvaté?_
06.046.12b | priyā́ śárma pitr̥r̥ṇā́m
06.046.12c | ádha smā+ yaccha= tanve\?_ táne-_ ca chardíḥ
06.046.12d | acíttam yāváya dvéṣaḥ

06.046.13a | yát indra sárge?_ árvataḥ
06.046.13b | codáyāse?_ mahādhané-_
06.046.13c | asamané?_= ádhvani vr̥jiné?_ pathí
06.046.13d | śyenā́n iva śravasyatáḥ

06.046.14a | síndhūn iva= pravaṇé-_ āśuyā́ yatáḥ
06.046.14b | yádi klóśam ánu sváni
06.046.14c | ā́ yé?_ váyaḥ ná+_= várvr̥tati ā́miṣi
06.046.14d | gr̥bhītā́ḥ bāhvóḥ gávi

06.047.01a | svādúḥ kíla ayám= mádhumān} utá ayám
06.047.01b | tīvráḥ kíla ayám= rásavān} utá ayám
06.047.01c | utá u+_ nú asyá= papivā́ṁsam índram
06.047.01d | ná káḥ caná= sahate?_ āhavéṣu

06.047.02a | ayám svādúḥ= ihá mádiṣṭhaḥ āsa
06.047.02b | yásya índraḥ= vr̥trahátye-_} mamā́da
06.047.02c | purū́ṇi yáḥ= cyautnā́ śámbarasya
06.047.02d | ví navatím= náva ca dehya\ḥ hán

06.047.03a | ayám me-_ pītáḥ= út iyarti vā́cam
06.047.03b | ayám manīṣā́m= uśatī́m} ajīgar
06.047.03c | ayám ṣáṭ urvī́ḥ= amimīta dhī́raḥ
06.047.03d | ná yā́bhyaḥ= bhúvanam kát} caná āré-_

06.047.04a | ayám sá yáḥ= varimā́ṇam} pr̥thivyā́ḥ
06.047.04b | varṣmā́ṇam diváḥ= ákr̥ṇot} ayám sáḥ
06.047.04c | ayám pīyū́ṣam= tisŕ̥ṣu} pravátsu
06.047.04d | sómaḥ dādhāra= urú antárikṣam

06.047.05a | ayám vidat= citradŕ̥śīkam árṇaḥ
06.047.05b | śukrásadmanām= uṣásām} ánīke-_
06.047.05c | ayám mahā́n= mahatā́ skámbhanena
06.047.05d | út dyā́m astabhnāt vr̥ṣabháḥ marútvān

06.047.06a | dhr̥ṣát piba= kaláśe-_ sómam indra
06.047.06b | vr̥trahā́ śūra= samaré?_} vásūnām
06.047.06c | mā́dhyaṁdine?_= sávane-_ ā́} vr̥ṣasva
06.047.06d | rayisthā́naḥ= rayím asmā́su dhehi

06.047.07a | índra prá naḥ= puraetā́ iva paśya
06.047.07b | prá naḥ naya= pratarám vásyaḥ áccha
06.047.07c | bhávā+ supāráḥ= atipārayáḥ naḥ
06.047.07d | bhávā+ súnītiḥ= utá vāmánītiḥ

06.047.08a | urúm naḥ lokám= ánu neṣi vidvā́n
06.047.08b | sva\rvat jyótiḥ= ábhayam} svastí
06.047.08c | r̥ṣvā́ te-_ indra= sthávirasya bāhū́+_
06.047.08d | úpa stheyāma= śaraṇā́} br̥hántā

06.047.09a | váriṣṭhe?_ naḥ= indra vandhúre?_ dhāḥ
06.047.09b | váhiṣṭhayoḥ= śatāvan áśvayoḥ ā́
06.047.09c | íṣam ā́ vakṣi= iṣā́m} várṣiṣṭhām
06.047.09d | mā́ naḥ tārīt= maghavan rā́yaḥ aryáḥ

06.047.10a | índra mr̥ḷá= máhyam jīvā́tum iccha
06.047.10b | codáya dhíyam= áyasaḥ} ná+_ dhā́rām
06.047.10c | yát kím ca ahám= tvāyúḥ idám} vádāmi
06.047.10d | tát juṣasva= kr̥dhí mā devávantam

06.047.11a | trātā́ram índram= avitā́ram índram
06.047.11b | háve-have?_= suhávam śū́ram índram
06.047.11c | hváyāmi śakrám= puruhūtám índram
06.047.11d | svastí naḥ= maghávā dhātu índraḥ

06.047.12a | índraḥ sutrā́mā= svávān} ávobhiḥ
06.047.12b | sumr̥ḷīkáḥ= bhavatu viśvávedāḥ
06.047.12c | bā́dhatām dvéṣaḥ= ábhayam} kr̥ṇotu
06.047.12d | suvī́ryasya= pátayaḥ} syāma

06.047.13a | tásya vayám= sumataú yajñíyasya
06.047.13b | ápi bhadré?_= saumanasé?_} syāma
06.047.13c | sá sutrā́mā= svávān índraḥ asmé?_
06.047.13d | ārā́t cit dvéṣaḥ= sanutár} yuyotu

06.047.14a | áva tvé+_ indra= pravátaḥ} ná+_ ūrmíḥ
06.047.14b | gíraḥ bráhmāṇi= niyútaḥ} dhavante?_
06.047.14c | urū́?_+ ná+_ rā́dhaḥ= sávanā} purū́ṇi
06.047.14d | apáḥ gā́ḥ vajrin= yuvase?_} sám índūn

06.047.15a | káḥ īm stavat= káḥ pr̥ṇāt káḥ} yajāte?_
06.047.15b | yát ugrám ít= maghávā viśváhā ávet
06.047.15c | pā́dau iva= praháran anyám-anyam
06.047.15d | kr̥ṇóti pū́rvam= áparam} śácībhiḥ

06.047.16a | śr̥ṇvé-_ vīráḥ= ugrám-ugram} damāyán
06.047.16b | anyám-anyam= atinenīyámānaḥ
06.047.16c | edhamānadvíṭ= ubháyasya rā́jā
06.047.16d | coṣkūyáte?_= víśaḥ índraḥ} manuṣyā\n

06.047.17a | párā pū́rveṣām= sakhyā́} vr̥ṇakti
06.047.17b | vitárturāṇaḥ= áparebhiḥ eti
06.047.17c | ánānubhūtīḥ= avadhūnvānáḥ
06.047.17d | pūrvī́ḥ índraḥ= śarádaḥ tartarīti

06.047.18a | rūpáṁ-rūpam= prátirūpaḥ} babhūva
06.047.18b | tát asya rūpám= praticákṣaṇāya
06.047.18c | índraḥ māyā́bhiḥ= pururū́paḥ īyate-_
06.047.18d | yuktā́ḥ hí asya= hárayaḥ} śatā́ dáśa

06.047.19a | yujānáḥ harítā ráthe-_
06.047.19b | bhū́ri tváṣṭā ihá rājati
06.047.19c | káḥ viśvā́hā= dviṣatáḥ pákṣaḥ āsate-_
06.047.19d | utá ā́sīneṣu sūríṣu

06.047.20a | agavyūtí= kṣétram ā́ aganma devāḥ
06.047.20b | urvī́?_ satī́?_= bhū́miḥ aṁhūraṇā́ abhūt
06.047.20c | bŕ̥haspate-_= prá cikitsā+} gáviṣṭau
06.047.20d | itthā́ saté?_= jaritré-_ indra pánthām

06.047.21a | divé-dive-_= sadŕ̥śīḥ anyám árdham
06.047.21b | kr̥ṣṇā́ḥ asedhat= ápa sádmanaḥ jā́ḥ
06.047.21c | áhan dāsā́= vr̥ṣabháḥ vasnayántā
06.047.21d | udávraje?_= varcínam śámbaram ca

06.047.22a | prastokáḥ ít nú= rā́dhasaḥ} te-_ indra
06.047.22b | dáśa kóśayīḥ= dáśa vājínaḥ adāt
06.047.22c | dívodāsāt= atithigvásya rā́dhaḥ
06.047.22d | śāmbarám vásu= práti agrabhīṣma

06.047.23a | dáśa áśvān dáśa kóśān
06.047.23b | dáśa vástrā ádhibhojanā
06.047.23c | dáśa u+_ hiraṇyapiṇḍā́n
06.047.23d | dívodāsāt asāniṣam

06.047.24a | dáśa ráthān práṣṭimataḥ
06.047.24b | śatám gā́ḥ átharvabhyaḥ
06.047.24c | aśvatháḥ pāyáve?_ adāt

06.047.25a | máhi rā́dhaḥ= viśvájanyam} dádhānān
06.047.25b | bharádvājān= sārñjayáḥ abhí} ayaṣṭa

06.047.26a | vánaspate-_= vīḍva\ṅgaḥ} hí bhūyā́ḥ
06.047.26b | asmátsakhā= pratáraṇaḥ} suvī́raḥ
06.047.26c | góbhiḥ sáṁnaddhaḥ= asi vīḷáyasva
06.047.26d | āsthātā́ te-_= jayatu jétvāni

06.047.27a | diváḥ pr̥thivyā́ḥ= pári ójaḥ údbhr̥tam
06.047.27b | vánaspátibhyaḥ= pári ā́bhr̥tam sáhaḥ
06.047.27c | apā́m ojmā́nam= pári góbhiḥ ā́vr̥tam
06.047.27d | índrasya vájram= havíṣā} rátham yaja

06.047.28a | índrasya vájraḥ= marútām} ánīkam
06.047.28b | mitrásya gárbhaḥ= váruṇasya nā́bhiḥ
06.047.28c | sá imā́m naḥ= havyádātim} juṣāṇáḥ
06.047.28d | déva ratha= práti havyā́} gr̥bhāya

06.047.29a | úpa śvāsaya= pr̥thivī́m} utá dyā́m
06.047.29b | purutrā́ te-_= manutām víṣṭhitam jágat
06.047.29c | sá dundubhe?_= sajū́ḥ índreṇa devaíḥ
